name,location,id,longitude,latitude
塘头大道沈海高速桥(公交站),"113.916306,22.656497",BV11633709,113.916306,22.656497
塘头又一村(公交站),"113.918272,22.652507",BV10246216,113.918272,22.652507
佳业达公司(公交站),"113.913674,22.655612",BV10342099,113.913674,22.655612
塘头路口(公交站),"113.920370,22.651527",BV09158666,113.92037,22.651527
一电科技2(公交站),"113.920432,22.651285",BV09231849,113.920432,22.651285
一电科技1(公交站),"113.920432,22.651285",BV10737710,113.920432,22.651285
雅信通公司(公交站),"113.911727,22.655149",BV10342101,113.911727,22.655149
石岩南岗工业区(公交站),"113.911779,22.652860",BV09255568,113.911779,22.65286
宏发科技园(公交站),"113.921893,22.654208",BV10653253,113.921893,22.654208
香象工业园(公交站),"113.921080,22.651334",BV11261601,113.92108,22.651334
塘头社区(公交站),"113.916548,22.660282",BV10246215,113.916548,22.660282
塘头天桥2(公交站),"113.919868,22.649229",BV09218967,113.919868,22.649229
一电科技(公交站),"113.920122,22.647765",BV10579526,113.920122,22.647765
青雅居花园(公交站),"113.921722,22.648218",BV11329233,113.921722,22.648218
塘头第一工业区(公交站),"113.917802,22.662567",BV11042535,113.917802,22.662567
恩斯迈(公交站),"113.916875,22.662882",BV10246821,113.916875,22.662882
台湾工业区(公交站),"113.925126,22.661533",BV10244178,113.925126,22.661533
福景新村(公交站),"113.923386,22.646703",BV11261599,113.923386,22.646703
应人石社区(公交站),"113.924926,22.646190",BV11329234,113.924926,22.64619
凯欣达科技园(公交站),"113.916899,22.672178",BV09218976,113.916899,22.672178
石岩物流园(公交站),"113.918555,22.670359",BV10246966,113.918555,22.670359
俯仰之间公园(公交站),"113.913012,22.672208",BV11633663,113.913012,22.672208
石岩湖学校南(公交站),"113.920380,22.671978",BV11315268,113.92038,22.671978
石岩湖学校南1(公交站),"113.920380,22.671978",BV09076859,113.92038,22.671978
欧陆集团(公交站),"113.918222,22.668827",BV10246965,113.918222,22.668827
宏发工业区(公交站),"113.917522,22.665474",BV10246219,113.917522,22.665474
任达山庄2(公交站),"113.908186,22.670703",BV11085164,113.908186,22.670703
石岩新村南(公交站),"113.926281,22.673266",BV10857070,113.926281,22.673266
山城工业区(公交站),"113.925206,22.665315",BV10244146,113.925206,22.665315
国泰三号路口(公交站),"113.923116,22.664310",BV11048186,113.923116,22.66431
石岩径贝村(公交站),"113.920742,22.690473",BV10244429,113.920742,22.690473
石岩湿地公园东门(公交站),"113.919160,22.694781",BV09072079,113.91916,22.694781
石岩消防中队(公交站),"113.918811,22.697574",BV10968093,113.918811,22.697574
泰科电子科技园(公交站),"113.921721,22.696299",BV11342846,113.921721,22.696299
石岩东原天桥(公交站),"113.923410,22.686508",BV10246209,113.92341,22.686508
石岩安吉尔集团(公交站),"113.919848,22.698086",BV10968111,113.919848,22.698086
华夏园总站(公交站),"113.925793,22.687527",BV11501341,113.925793,22.687527
北大科创园(公交站),"113.914878,22.704583",BV11453694,113.914878,22.704583
石岩湖总站(公交站),"113.911330,22.706242",BV10246832,113.91133,22.706242
长圳燃气站(公交站),"113.914012,22.714854",BV11063625,113.914012,22.714854
石岩湖路口(公交站),"113.908750,22.708546",BV10245859,113.90875,22.708546
长圳新村(公交站),"113.918460,22.716104",BV11063626,113.91846,22.716104
汽车第七检测站(公交站),"113.910024,22.713755",BV11301898,113.910024,22.713755
长存路口(公交站),"113.912704,22.715933",BV10931274,113.912704,22.715933
长圳社区(公交站),"113.916992,22.717785",BV11633730,113.916992,22.717785
长圳公园南(公交站),"113.920901,22.716760",BV11336790,113.920901,22.71676
长圳邮政(公交站),"113.911647,22.717781",BV10405994,113.911647,22.717781
长圳路口(公交站),"113.908605,22.717563",BV10243114,113.908605,22.717563
长兴科技园(公交站),"113.925681,22.717522",BV10957142,113.925681,22.717522
鸿嘉利(招呼站)(公交站),"113.926096,22.717687",BV09105396,113.926096,22.717687
普联科技园(公交站),"113.915063,22.726697",BV10455789,113.915063,22.726697
智慧能源产业园公交首末站(公交站),"113.919323,22.726936",BV09361460,113.919323,22.726936
证通电子产业园(公交站),"113.917457,22.729406",BV11018890,113.917457,22.729406
普联科技二期(公交站),"113.918941,22.725175",BV10627519,113.918941,22.725175
融汇路口(公交站),"113.919721,22.727275",BV11195412,113.919721,22.727275
科润大厦(招呼站)(公交站),"113.913967,22.725899",BV09162764,113.913967,22.725899
同观路口(公交站),"113.913550,22.728329",BV10748587,113.91355,22.728329
科士达工业园(招呼站)(公交站),"113.914226,22.724348",BV09162766,113.914226,22.724348
临时站(公交站),"113.920669,22.727313",BV09393549,113.920669,22.727313
甲子塘社区公园(公交站),"113.918256,22.730768",BV11641093,113.918256,22.730768
泰嘉乐(公交站),"113.915234,22.730582",BV11175174,113.915234,22.730582
正大城公交首末站(公交站),"113.916372,22.722239",BV11516905,113.916372,22.722239
光侨雅苑(公交站),"113.920640,22.723808",BV11456830,113.92064,22.723808
长圳人行天桥(公交站),"113.913407,22.722962",BV10905340,113.913407,22.722962
长圳人行天桥(西行)(公交站),"113.913407,22.722962",BV11611323,113.913407,22.722962
长圳人行天桥(东行)(公交站),"113.913355,22.722743",BV11611324,113.913355,22.722743
长升路北(招呼站)(公交站),"113.914330,22.721890",BV09137948,113.91433,22.72189
深大实验(招呼站)(公交站),"113.923043,22.724285",BV09105398,113.923043,22.724285
同心小学(招呼站)(公交站),"113.924286,22.727761",BV09253854,113.924286,22.727761
勤诚达正大城和园公交首末站(公交站),"113.913707,22.720179",BV09126227,113.913707,22.720179
深中光明科学城学校(公交站),"113.924811,22.729005",BV09367681,113.924811,22.729005
田寮(公交站),"113.907540,22.728792",BV10244432,113.90754,22.728792
